"synapsinR_7thA","synapsinGP_5thA","VGluT1_3rdA","VGluT1_8thA","VGluT2_2ndA","psd_8thA","GluR2_2ndA","NMDAR1_6thA","NR2B_9thA","NOS_9thA","Synpod_3rdA","GAD_6thA","VGAT_5thA","PV_1stA","gephyrin_1stA","GABARa1_4thA","GABABR1_3rdA","VGluT3_1stA","CR1_2ndA","TH_5thA","VAChT_4thA","tubulin_8thA","dapi_1stA"
847730,1450475,1611846,2326489,609335,1250826,908470,1613175,1427230,1681533,557376,987029,960726,583136,811404,917339,1345823,1736128,1574524,1468755,790978,693788,969023
1780378,2161875,2236799,2708295,585152,1564201,921362,1717943,1355074,1671983,720531,1184600,1144756,611613,856236,962378,1471215,1797962,1608120,5894091,851472,672846,875593
858552,1491660,1440892,1839783,599088,1104070,813729,1456215,1140098,1608749,424939,722996,838356,687016,783361,832920,1347204,1714941,1338642,1378551,703037,750574,888887
717808,1201332,1512449,2009028,563717,1051494,778951,1374584,1161345,1405522,448340,728489,903195,665878,739756,861840,1350080,1548905,1355885,1883707,724633,661061,1041333
913736,1293787,1493977,2034667,700299,1249179,909888,1586302,1295362,1527173,698263,1185769,1107802,586667,1161388,998091,1492624,1691734,1575519,3088790,1001964,556763,856317
913402,1485052,1669691,2004021,583663,1361918,979614,1386321,1191142,1419146,444939,834575,954305,584092,731700,848668,1406474,1526751,1412120,2160706,675396,529097,794994
1241205,1772739,1977760,2270249,643643,1416529,1029418,1667210,1525287,1627778,493783,856617,949678,635150,942039,1040407,1577636,1759919,1428661,1508592,762392,550213,900558
819142,1324449,1856321,1974206,653569,1299347,984646,1546528,1417520,1626818,563580,676307,846324,618167,795760,898569,1571754,1670770,1514509,3648648,801674,557665,856657
985670,1494904,1351985,1911643,659113,1200802,867772,1457728,1321835,1571526,415563,1058480,1119525,705754,789957,948852,1381686,1655566,1432136,3185446,763751,810593,840208
1211073,1621783,2039398,2019307,696688,1206352,898385,1681866,1493149,1625839,469542,731887,893688,709473,847297,896938,1712956,1748086,1487421,1662171,781527,674986,905832
759632,1367667,1444433,1959320,700377,1098727,898865,1606924,1298702,1596397,543586,1080662,1065663,722593,758897,953470,1397862,1662484,1478766,2895230,722060,487154,851713
1532011,1682933,1804799,2239565,791831,1388992,959016,1729796,1391675,1600013,572480,972067,960202,635860,977210,957216,1494466,1711728,1484495,1643320,857456,542154,878782
1174595,1344226,1450267,2089222,621151,1230354,1034371,1707335,1458780,1601133,611885,786528,864994,616223,887011,870186,1351904,1730421,1485963,1633216,889114,563729,890842
673528,1311091,1375830,1531852,587638,1057823,862586,1356659,1192169,1412414,424235,1089496,1078056,618729,693338,955533,1329069,1661634,1480721,1930696,672092,559013,1206939
787510,1234547,1196234,1735998,650097,1230452,873822,1676803,1383834,1621573,516504,1131752,1197782,625252,850410,893572,1396387,1783838,1572696,1457315,855704,1269708,847201
1111472,1561361,1871888,2277074,624457,1282725,986022,1684590,1447622,1579501,539517,928938,927368,646224,841586,1036922,1559937,1731895,1523603,1616463,799382,621936,861608
1355397,1709862,2054977,2733796,607099,1422933,958625,1780666,1468250,1811190,625255,1118034,1440542,639066,815777,979599,1475056,1747525,1490177,1908501,848685,558862,891240
1109157,1505409,2024296,2330498,640364,1254699,941242,1799165,1349024,1724683,569260,729985,1071934,668975,794346,1018225,1569232,1781318,1566814,1792951,842040,555377,897936
1231393,1758855,1885841,2523362,740429,1480727,1012216,1688245,1367411,1766327,571190,1005598,1005610,663782,792073,924223,1465251,1823615,1511823,3733129,821915,570708,905300
990906,1453290,1759956,2271438,670152,1462746,1127627,1873602,1450020,1801837,535157,787030,917329,650600,836095,1032057,1450824,1747375,1421733,4893894,752712,697181,880250
946910,1415876,1124938,1609956,646434,1313242,1052974,1671093,1286145,1641440,606879,1068530,1184521,631405,948580,923053,1482165,1721684,1479647,1501099,806132,571160,864728
701116,1353292,1611546,2069461,620154,1286247,983450,1612741,1245341,1635353,518547,831533,976748,653346,907864,976275,1543987,1789780,1390219,3891072,814715,585584,871054
958576,1357446,1558506,2066728,626367,1213529,1070969,1698262,1434061,1634169,700266,925432,1107281,652462,789084,927657,1470027,1802812,1492903,5513476,937638,690547,887179
1271870,1671535,2094642,2689068,657155,1699364,1262060,1799272,1356832,1731582,825092,868623,927800,638792,816219,929009,1479986,1788783,1648370,2706934,820388,774818,906911
1019139,1549714,1766718,2143643,636501,1361865,982526,1605152,1300626,1638247,631382,781302,970259,596716,856906,890300,1494799,1706789,1438853,2529359,866295,608117,1091864
829007,1376831,1747817,2133922,653783,1305008,1139039,1583757,1343365,1613793,509088,731885,863953,626571,831085,887814,1442254,1759853,1482725,3527807,766769,546207,929185
886460,1420342,1573488,2129906,629135,1344183,888094,1675721,1366117,1795127,562664,914658,1031711,649051,802928,972980,1444164,1853828,1610402,4716287,832976,600107,922253
1565325,2031917,2625644,2868108,700501,1928442,1738126,1621661,1466165,1659897,621858,814367,1158706,690321,801820,1150756,1596346,1740529,1560976,3036639,771899,616564,890532
1024207,1415350,1485229,2107172,687311,1270653,1007229,1784265,1471804,1872881,464863,916071,941180,614828,883267,890390,1335574,1712891,1409869,4809001,791570,560055,887885
1099891,1470203,1435727,2052820,807773,1388426,920613,1706218,1304377,1527765,703304,1085197,1099918,691661,901149,941577,1368300,1653472,1468885,3894456,759128,677541,911263
1311831,1716720,3365754,2857793,618607,1377750,1058866,1806069,1413361,1736090,578922,882333,1037535,608568,891317,964270,2206512,1792617,1575791,2869880,750020,598777,900168
1082735,1493953,1291636,1728834,575552,1185163,821605,1433639,1123767,1493200,578411,1027416,1129910,592043,735855,916040,1344254,1626671,1402904,2387576,726409,686446,801610
652199,1298900,1426823,1992209,613936,1197221,799064,1560614,1311330,1730041,490996,846465,888664,653727,845323,986801,1392084,1758010,1377397,3067172,786860,571492,881611
1117380,1429112,1729168,2336852,640573,1336538,901775,1482723,1343802,1753985,622747,996066,922095,598060,929871,906726,1335155,1661707,1573138,3654049,759896,589720,856590
651248,1533333,1177136,1654319,886838,1262362,3141440,1629004,1370762,1509793,731347,1004481,1018904,1253209,1075486,1060303,2017909,2038382,1822809,1368537,791623,510741,897133
987550,1651331,1811925,2008805,932348,1545068,3873819,1558797,1406602,1517353,1014514,729839,1055004,1260298,873552,1164591,1996619,1989319,1514327,1517350,864328,677734,896966
726054,1478655,1405600,1851934,886769,1353602,3377149,1621161,1447747,1514493,872876,791186,1050822,1286206,919182,1073577,2186634,2058403,1545273,1363752,896632,619851,912109
680323,1429271,1402317,1718463,897608,1263188,3393722,1761047,1452470,1619794,830852,905704,1093981,1252617,950217,1140508,2063803,2154895,1804348,1492417,965183,559939,917327
1191046,1709216,1846038,2081558,941099,1439900,3491299,1771956,1320471,1525990,643841,765550,1097660,1214203,912229,1084317,1888848,1991303,1444250,1302328,772175,722727,901715
952978,1503949,1678214,2158905,863569,1560527,3163245,1813289,1465366,1335186,768559,646023,1006907,1198983,829517,992251,1648274,2002715,1515881,1280924,853291,808986,907910
900313,1593006,1737552,1989847,924466,1337283,3439618,1706096,1390791,1477614,708390,738424,996552,1282054,881116,1038240,1592286,2030768,1669962,1413464,849804,889679,921796
895254,1557043,1307938,1843404,936282,1410487,3518245,1621363,1322627,1530915,610742,718341,999176,1245850,954371,1084630,1731351,2123826,1653000,1375546,804049,932161,907226
995483,1516006,1607107,2037295,918756,1295420,3424132,1681756,1302863,1509548,530110,722187,1076418,1395404,949995,1085374,1677775,2093867,1582997,1399263,834324,575346,906644
1042215,1583126,1552716,2196492,920478,1571278,3453484,1504081,1224575,1419728,553516,606627,902173,1240903,925579,1049462,1525869,2038618,1439851,1248352,745862,1040639,915434
1172342,1930049,1923487,2286485,912486,1551850,3470753,1527497,1236154,1442106,598490,654107,945184,1287186,825492,1146656,1653846,2044593,1569665,1277542,768270,1063321,911266
739328,1529257,1289093,1896767,910716,1520132,3526207,1961346,1628058,1413069,1019964,644963,949724,1264307,1003246,1097064,1564085,2052058,1693889,1368474,1156980,744312,922794
1066355,1804069,1652553,2083390,906783,1302693,3399668,1707865,1354438,1333735,719862,785825,1025109,1255260,920086,1170649,1671254,2071141,1844945,1295247,809044,1062979,905524
963633,1641878,1245167,1974330,927625,1281770,3743285,1664052,1188612,1419153,591540,848965,997346,1237826,832042,1309200,1584213,2080793,1543994,1254715,734014,1275254,925851
952095,1744886,1652382,2150992,944946,1397602,3824992,1687736,1486670,1525848,600298,946155,1018034,1249905,905535,1224051,1724323,2098937,1607720,1338101,1085287,949515,921216
1414029,1815806,1714047,2578990,908458,1433565,3537796,1627181,1346049,1421743,600391,709295,929846,1221769,1057009,1027991,1631839,2042642,1540229,1533837,800311,859986,894079
768403,1618178,1272552,1661077,890495,1292672,3187814,1641048,1160741,1414603,539966,1220244,1125415,1254631,1209851,1096536,1685222,2041774,1476071,1280973,1030375,817436,896001
842152,1468978,1481455,1994985,915023,1429747,3426782,1486906,1164214,1337552,547959,658875,907759,1231388,910845,1047344,1802115,1996161,1485762,1252343,724303,729456,884711
1983545,2108336,2279599,2653986,946065,1590337,3761479,1751610,1377991,1489797,702966,728315,1020050,1356846,978513,1257330,2005676,2091063,1609838,1356276,809256,998947,925579
782113,1674040,1399826,1985606,914203,1323732,3453011,1524429,1220535,1538743,867316,706953,959603,1223740,884548,984352,1687494,2077873,1494036,1296601,1394135,849176,910214
867255,1380248,1230048,1408789,811515,1102959,2839472,1384729,1151313,1163773,909239,628264,801015,1142614,769376,889659,1418313,1731905,1401551,1067178,1079077,582182,810156
717308,1885855,1378445,1940281,881080,1223784,3171461,1729014,1296731,1475354,726365,898101,1034641,1254566,867430,998302,1608217,2150692,1570472,1456178,980198,702694,936612
603010,1415494,1018263,1400784,784834,990153,2661647,1381503,1055211,1447320,587448,1223765,1050122,1111716,1013774,906365,1313633,1746928,1277154,1156760,660686,733696,788873
673110,1298151,1125229,1602215,830028,1091706,2916396,1483588,1064824,1283917,534653,658217,912820,1139993,913752,975337,1411765,1916813,1440966,1165102,700255,1157236,832673
997302,1647953,1378723,2374663,936780,1404216,3267523,1748508,1292670,1421316,733722,737435,929027,1280418,857640,1083553,1600457,2064473,1508459,1333850,752672,1316727,912192
763013,1210928,932467,1247847,598353,811917,2209221,1020275,880827,968576,552082,557266,861889,887714,595635,677987,1008193,1332594,1341707,853862,760299,363006,597316
819715,1427370,1440584,2086325,879393,1128084,3147548,1578975,1214901,1374244,504987,607779,922184,1129577,848191,1027652,1513230,1960508,1535794,1280828,715794,876163,863136
1113636,1869823,1493474,2364365,900784,1368588,3093925,1738553,1174404,1424514,648563,884517,1001990,1250875,910552,980998,1544047,2035905,1472352,1319252,830239,722817,912406
661430,1537598,1115791,1741034,864904,1182135,2953459,1534591,1086242,1348677,871475,695660,993558,1218490,981959,938408,1451110,2022562,1578102,1290267,904435,1669546,905381
1127158,1802969,1241835,2022356,863929,1309395,3128560,1688431,1358850,1541603,530551,904580,1043886,1474865,923221,1015289,1604150,2091511,1508193,1318676,813972,947226,911325
828708,1359982,1258330,1969154,838054,1195813,2985744,1734492,1225430,1413708,1067093,703761,952168,1268332,812727,971523,1529844,2019641,1476004,1343168,1175308,768127,870934
980447,1533889,1275466,1679891,831965,1116516,2918899,1435962,1106668,1342799,515251,1037066,1155124,1357703,861500,941030,1421367,1917626,1450205,1225454,716762,644671,855905
799368,1487016,1246880,1930984,837662,1299373,2972449,1605884,1174917,1236336,726241,671121,1003473,1204284,827535,997654,1475537,1921994,1488145,1250644,1203079,612493,869875
1120556,1579708,1392950,2024263,868281,1439783,3145437,1736180,1353130,1581976,575387,912182,1042257,1059862,914082,1441817,1730455,1964818,1588966,1354150,790327,693801,880915
449619,811863,686710,823639,414045,596108,1319738,1013895,803080,747196,501716,983632,640949,598349,387447,494826,841784,849062,787607,746192,422948,248014,384995
886220,1600648,1179186,1857471,829497,1314047,2833811,1802444,1207501,1676470,842683,1517707,1293438,1426718,983112,1249691,1550610,1966035,1491029,1387125,1097973,894381,870947
1073157,1608692,1641261,2205128,834555,1506171,3068764,1659316,1266357,1427354,525384,943252,1161769,1202877,999891,1367420,1696039,1949030,1438873,1367291,894084,1405492,859084
711211,1335595,1194290,1751896,837458,1308729,2871541,1785646,1343475,1490331,511997,687407,925500,1165231,855503,1205209,1603649,2022215,1442884,1429521,994032,714382,873886
804108,1434808,1174390,1589205,804718,1288107,2804180,1491030,1215643,1320409,680544,706014,1015047,1062774,852377,1239497,1450623,1856093,1380922,1242095,1015267,943814,838034
1751407,2001661,1511433,2332884,798470,1649746,2747055,1519291,1328815,1478640,616012,871653,942728,1435898,916515,1002448,1478707,1871268,1393207,1281334,740696,2625651,876243
1318254,1612842,1855341,2240290,843253,1388820,3024570,1609712,1296104,1496403,578113,779252,950907,1100000,796140,943705,1587331,1912264,1436575,1337141,789008,626201,869393
1029600,1820435,1495929,2248054,844724,1366573,2915855,1686107,1174569,1485198,630386,1701411,1373293,1303817,1141020,1225270,1615280,1901543,1382890,1356585,832262,1103895,861338
999489,1549856,1367531,2003182,833976,1424969,2940940,1625051,1282643,1477825,825116,800635,958904,1140856,825450,1105725,1534212,1924878,1383554,1464241,874578,854069,868713
1003697,1624034,1879382,2706363,833581,1464594,2872506,1863197,1585397,1624236,578184,709374,984600,1137640,935666,1164140,1567716,1952993,1503989,1369819,846575,669984,888918
930021,1562745,1633313,2174186,844541,1573235,3166675,1749954,1507953,1579185,574580,833665,1068115,1134657,1013350,1187571,1517680,2132565,1492189,1355100,816418,794375,889340
868347,1528144,1278848,1927872,826054,1298209,2980595,1753523,1364566,1449905,693692,1169314,1177211,1180327,885572,1008747,1517102,1883566,1381870,1333187,898385,926364,855039
951101,1737608,1475862,2163682,810104,1273193,2765137,1693392,1298471,1623570,468464,1429399,1165239,1356023,1042286,1240974,1646220,1978102,1535023,1501011,861791,659402,885926
1013888,1505105,1555329,1985819,790110,1613081,2566074,1708348,1203627,1474287,635079,730291,947938,1071501,884894,1100131,1529759,1871311,1740263,1333100,1377709,759737,831203
1131356,1830877,2093265,2734348,812138,1441087,2855662,1881219,1295195,1585621,564090,703235,994244,1176579,819633,1025589,1509592,2021292,1507342,1320848,874754,741232,864888
634885,1359233,1244465,1955601,798610,1239783,2583986,1610338,1238969,1466278,656170,768674,930134,1114091,811702,1101241,1455453,1871316,1418128,1339172,827103,1157074,917121
1310761,1777987,2043806,2440968,813793,1393475,2523608,1529237,1229165,1310510,608681,892414,1011387,973118,788034,1093173,1470485,1828437,1320845,1277322,1045149,824086,807953
1149588,1625242,1309109,2138623,881317,1241014,2693326,1702269,1247537,1453215,720613,1478129,1377675,1355522,959351,1075355,1494696,1975147,1441780,1427854,831949,580622,894341
703544,1682418,993163,1836999,792916,1397557,2522345,1511089,1298820,1541175,618527,2757656,1991810,1593610,845527,1126908,1467955,1902021,1571802,1454152,786670,1080979,872649
828996,1390819,1554067,1934332,782941,1184030,2448954,1426944,1189170,1310496,506223,695335,954481,1111329,765695,1054752,1388154,1823662,1381828,1278241,756986,524711,860186
600437,1345610,1078442,1563649,774211,1063313,2380851,1602163,1126504,1353579,506647,951881,992973,1160004,797455,964489,1478409,1825058,1421492,1275649,753688,614934,827623
982341,1518411,1440388,1959013,756288,1308215,2394923,1743276,1253568,1375776,558988,1018073,967103,1063804,818869,1305478,1503519,1867292,1423441,1298549,933916,814617,815816
1868409,1919196,2033624,2384281,755518,1474790,2434775,1681822,1171986,1449699,1159437,909900,1043056,1003335,777740,1010747,1544009,1825055,1838020,1368116,1046280,945010,818937
1165901,1654601,1765108,2449705,795397,1460780,2518765,1820139,1345006,1569829,495514,782205,1153687,1191702,952661,1152688,1485051,1920879,1493312,1417870,842108,871965,911271
847553,1498306,1031453,1775009,751561,1256777,2383152,1494172,1261127,1674734,496346,1172820,1056614,1141356,825481,1019399,1393792,1833681,1358229,1325372,771165,679043,870303
502723,639222,610039,897247,338764,633622,1151127,654297,326028,391412,261815,312701,398942,441079,457632,443029,544473,768132,565004,544475,327964,330939,339964
1018397,1504990,1236520,1977761,747871,1185636,2220659,1599678,1175382,1324913,447715,1295584,1414360,1319166,808489,1088114,1425994,1828352,1377526,1364568,767942,622646,804610
961350,1474591,1298121,2025250,807575,1182354,2459857,1523407,1218601,1706021,499170,843680,976480,1039912,888670,993521,1440829,1821235,1399035,1308820,762937,727778,848803
640095,1294310,1433207,1933326,769145,1401103,2561708,1624299,1118873,1471625,515806,733160,953245,1007174,830814,952006,1493445,1893680,1398898,1428544,759624,644776,843341
735922,1444471,1127497,1858143,798230,1256489,2387174,1717393,1284705,1619571,683049,761259,1005051,1159517,864999,1025111,1452813,1976883,1737228,1426386,816648,974823,882812
1000351,1482312,1672794,2294963,768001,1328437,2536941,1716163,1216530,1537055,655522,1030589,1165231,1010628,1016068,1137246,1499243,1879953,1395984,1422182,781945,698052,841366
682834,1329305,1223046,1724615,759859,1257644,2219622,1671373,1279855,1426419,555344,736037,995083,1038578,841993,1084094,1465351,1804074,1367884,1326114,730815,880286,869040
626265,1558128,1163175,1509809,764862,1125026,2301010,1642455,1236374,1573188,689203,1780020,1645900,1324468,879118,1159854,1715491,2110095,1516009,1467689,854222,708037,1449079
604166,1371187,1233355,1761204,813757,1333822,2333734,1945356,1340113,1590484,887944,941215,1011083,1134586,871508,1168237,1527803,1900928,1569187,1470527,901825,814387,904152
454250,1287655,725091,1275290,736115,998987,1987554,1441957,1057419,1514773,825584,908490,1070030,1154760,777203,971807,1387552,1807883,1453740,1386917,1037575,819291,838245
908568,1505033,1346442,2077451,781247,1349522,2331116,1901271,1287485,1519355,464337,1779507,1355704,1140630,894209,1114782,1465089,1892568,1409809,1363528,757989,745194,871923
841367,1578751,1008105,1722501,903862,1191644,2223872,1808316,1213514,1529906,487133,1000126,1145626,1031264,959451,1036478,1371036,1900265,1492331,1417152,839016,652989,912850
862196,1647475,1209669,1939803,886604,1491464,2293438,1851614,1248692,1694613,881152,1791409,1558080,1172686,1292882,1112116,1553228,1918279,1574662,1472896,835309,1766802,909808
1012101,1604558,1569066,2113360,772382,1501954,2330281,1647839,1224619,1557487,801614,1168593,1191024,1063465,1308286,1107503,1620096,1882757,1465653,1466626,817995,848749,881464
777549,1568810,1063530,1752015,805720,1345761,2287584,1601029,1257440,1606144,441298,1574734,1221099,1050198,1217945,1327122,1523681,1915907,1425561,1401449,805102,868160,894861
1027946,1338907,1104861,1787132,894464,1273864,1935384,1536575,1099795,1398530,500937,739873,964975,975767,820164,1024749,1426271,1741548,1357125,1279001,723090,1015471,823952
755461,1386528,1229133,1781132,816373,1306554,2164899,1677260,1269005,1660968,841599,1035702,1080834,1099674,871032,1065084,1608468,1859586,1480551,1396920,759574,782046,886021
927377,1547320,1161709,1855940,731697,1136876,2100826,1617075,1188705,1534543,471892,1398337,1282990,1161483,842628,1018570,1414879,1772121,1365015,1396373,720408,798361,876068
1063793,1536548,1334346,2049566,853948,1370416,2063954,1766587,1190105,1527973,539507,960399,1033321,1156293,1011251,954472,1451659,1802115,1403190,1371412,764927,788250,883118
745992,1244858,1442329,2049322,750399,1454947,1964248,1503777,1154411,1429834,506894,705095,857866,970481,805091,1051011,1471748,1767068,1439244,1354555,1092664,1744739,838159
951792,1538164,1343788,2088216,768928,1353234,2217704,1626168,1220585,1667997,626812,760167,927892,1123403,913967,1252255,1500652,1834666,1421239,1422090,798255,875946,906215
862651,1513255,1506608,2048134,861804,1394636,2189027,1622530,1233935,1682802,611421,779828,915516,1090770,836928,967955,1459249,1835724,1412012,1406018,730113,801724,898169
1075862,1529507,1733900,2559591,767642,1394738,2112019,1794975,1363599,1529839,515483,1004488,1024222,1002339,926390,1030370,1519682,1847838,1433859,1434816,935478,1113751,884485
636895,1289081,928720,1488033,774990,1133748,1954047,1553322,1097823,1442394,769694,1440467,1175941,1035025,1023417,1070755,1376703,1748823,1397595,1436800,1061290,908471,834605
781906,1905596,1473210,2222437,1172435,1463403,3339666,1864289,1443290,1878442,609962,1515694,1314019,1135498,857708,1967865,1616602,1868663,1580018,1533685,954959,1117921,918938
1225560,1598083,1868796,2495411,783120,1832382,2270890,1914942,1285951,1520125,557053,1098004,1076529,1067539,853766,1033117,1541211,1861395,1519075,1420793,850911,913235,890380
1044709,1485096,1356421,1901190,813207,1291392,2041823,1658352,1136019,1608016,482126,856356,950896,1275680,807238,1124193,1510339,1827072,1424804,1376969,748657,829113,911617
850616,1538248,1307361,1903837,842680,1306859,2223536,1732699,1203095,1783303,1132745,1134459,977371,1066204,1077423,1031701,1426466,1840290,1707613,1453127,1632481,833450,880085
1115885,1686797,1257925,2196156,889810,1434540,1989109,1973173,1466888,1585490,888117,1574930,1252187,1032920,1443194,1059746,1397087,1865042,1501826,1429995,1101540,920006,885499
1242934,1615672,1327061,2094164,915392,1429713,2597227,1755913,1389332,1635929,655364,804075,936348,1125031,923700,1151172,1506757,1896701,1659614,1518021,905992,822394,922439
868468,1460957,1238569,1823311,772650,1194947,2041844,1699731,1384308,1590182,507488,1144109,1132756,1019517,1125031,996425,1423761,1841787,1500196,1400911,790078,812197,914223
1067105,1530399,1270892,1811297,953123,1161360,1809158,1513673,1288854,1634482,407461,825405,1123866,1677405,819902,1113533,1418946,1786329,1394216,1359994,745632,749902,848114
1296229,1464564,1667685,2220546,774484,1311251,1855461,1651063,1363197,1484615,471630,1066172,1015104,1193444,874491,1113449,1439790,1800298,1416174,1423460,764240,716475,875744
1064077,1529603,1478348,2112313,720546,1293114,1924847,1572707,1274897,1455575,858621,1475095,1268409,1026895,845795,993287,1497062,1761591,1352745,1572150,1125406,615946,832860
1260929,1503303,1667767,2294476,708906,1320811,1980549,1587223,1213465,1495307,518666,813761,947377,1099111,1074102,1146729,1483861,1798891,1380203,1396081,802269,853879,866965
1637782,2003544,1526234,1939687,1091996,1605451,1985421,1556460,1248485,1558597,418706,831203,916863,1007555,806797,1044363,1511925,1725675,1364027,1409812,889213,721763,874313
1236977,1482007,1283615,1844472,739925,1312249,2255380,1740587,1212404,1471312,451284,1394340,1114390,1068949,978683,1032775,1404171,1744983,1350706,1327455,745096,826660,855767
652926,1338411,1135765,1788104,728950,1328560,1846976,1736608,1276673,1577522,550352,1461317,1197365,1206633,854650,943806,1406224,1780695,1417964,1365628,754195,761565,926119
740586,1248652,1253648,1723901,784047,1262511,1759643,1620558,1135463,1396033,515423,1218182,1051289,959237,783656,1080177,1390184,1755038,1364687,1373060,825846,667077,863578
981831,1759663,1270609,1966349,735901,1360656,2008353,1934641,1342146,1605251,558294,1386593,1401387,1022604,1018633,1071324,1484282,1826233,1514412,1431891,793553,695541,900072
2080387,3321830,1837955,2451042,765687,1580620,2032194,1798617,1467160,1710896,536682,1123392,1220389,1010812,769332,1206471,1519281,1811966,1404921,1528550,771706,756905,904592
863914,1556645,1165641,1760269,736482,1398990,2001542,1655439,1236912,1617778,544180,1084348,1218983,1004469,807538,956746,1469106,1761201,1397153,1359389,901098,1135385,897656
1334017,1685561,1820538,2406918,715946,1387895,1908911,1694852,1320178,1612797,495484,946603,1201150,1071669,972277,1051065,1635903,1811724,1472322,1456420,1027076,848839,891993
1169430,1541416,1588911,2138616,734585,1392620,2125838,1767012,1291508,1786308,825598,751973,956554,1008174,845877,987259,1605911,1832691,1492084,1460006,773414,941533,899942
1139869,1697729,1491143,2078828,778510,1463025,1875185,1721853,1253804,1693078,705937,1262003,1232876,959334,1010101,1105005,1494718,1853611,1504613,1471002,845839,1636136,908159
815858,1340161,1284756,1904484,708406,1170101,1902145,1847425,1233326,1550207,442501,811630,900396,1017453,806752,1000033,1444051,1810676,1521056,1411906,734474,828989,878789
969217,1433885,1395198,2093066,739274,1266651,2083551,1817948,1310700,1586533,495497,863758,925248,1027502,779143,1117572,1474721,1820002,1498026,1425927,763070,971914,915607
1148371,1669335,1534451,2215065,723055,1377714,1978468,1598419,1249242,1664354,445168,1064529,1119420,1096359,804650,1032119,1480222,1835136,1438681,1466948,814949,817774,911570
812191,1493762,1778244,2274709,744717,1308120,1989298,1768921,1203141,1634298,508523,847141,1019909,1112906,1008230,1124029,1616322,2048177,1507725,1483851,823548,1071002,918839
1118155,1572950,1336400,2077679,863691,1510992,1905551,1729366,1364214,1783535,488870,887407,1128511,1060852,859329,1008438,1498606,1844647,1516360,1411474,767455,817592,915278
835642,1441427,1317017,1965452,720879,1293071,1778190,1692763,1182040,1720426,645462,1256153,1134282,1016810,953846,1113465,1488352,1761770,1559389,1375513,825976,906868,870169
797737,1429127,1226249,1839409,714993,1329442,1911264,1677368,1230694,1611760,642304,1136906,1149769,1130035,846586,1086969,1512546,1868630,1513441,1457738,840149,891216,900660
1018868,1663718,1523604,2149170,757665,1321614,2022001,1554118,1133850,1574448,515198,834492,1110939,1152513,868555,1013950,1472922,1767333,1537431,1400155,774842,814874,900688
1261672,1588059,1949596,2560712,708375,1379180,1832579,1872716,1307665,1808487,478111,1265478,1223540,1001657,775642,1080331,1573056,1866180,1517164,1491023,810669,703750,929999
1145679,1611842,2081734,2690641,738704,1312415,1905310,1688011,1320752,1606023,520376,934677,950396,1014933,782267,1032131,1499077,1873973,1495984,1419568,875224,961800,907075
1199222,1636261,1641097,2315111,710820,1485972,1834109,1752837,1165817,1524879,502859,766630,921774,899658,831214,951822,1422513,1713974,1330062,1342650,755302,771188,827837
1628115,2156134,1605896,2271861,800100,1307899,2192766,1815351,1505139,1728375,525704,955728,1290184,1094059,974623,1192008,1500553,1874768,1499784,1582170,846524,663570,938740
1626159,1925217,1924538,2292434,700165,1368661,1861253,1645819,1211682,1540382,519570,1149631,1042001,1027228,829977,998200,1458808,1748503,1575234,1508062,792509,807273,852851
1206199,1616012,1532397,2260865,757886,1463715,1821082,1664733,1271641,1661596,1027689,945855,998483,891744,860326,993007,1489871,1846854,1722546,1416186,1175595,709583,877552
855019,1638772,1552310,2283143,714606,1371318,2023988,1682063,1166073,1699674,510523,1439927,1048101,1140671,767326,943059,1449602,1844604,1467907,1483263,1018378,1093558,925913
768290,1144209,1290020,1793702,644992,1119728,1533981,1446852,1092842,1426909,454187,697649,886692,864020,776053,912041,1340882,1667115,1305623,1331124,722976,742954,798691
1182149,1770820,1702441,2263108,782376,1418171,1981979,1627317,1305143,1572626,544668,753238,889801,885108,803081,954674,1550846,1819019,1351623,1396797,819232,692491,886859
1042390,1550031,1509808,2011512,677587,1223339,1683089,1547851,1158977,1598343,478343,806827,1004180,1051539,782667,963022,1443280,1701161,1406255,1334928,713367,910028,847807
1208350,1470086,1775311,2338577,709973,1402118,1816514,1698827,1265794,1613933,471950,859896,1110401,938787,943391,941234,1448680,1775353,1484755,1374741,725082,1030187,877545
1072268,1644211,1569600,2125048,691223,1291269,1844267,1809395,1420671,1653666,463115,891153,1059100,923334,883248,1106937,1529412,1883340,1422334,1450654,790437,898575,902912
1762479,1950865,2204721,2768974,725264,1867984,2285734,1727173,1288581,1736342,560360,1059899,1201850,1104193,863088,1083560,1662937,1930064,1648182,1464572,789171,1615402,907367
1063974,1599206,1432012,1927484,720345,1263743,1725391,1591701,1330319,1572732,774508,919215,972529,907073,785427,989487,1496996,1793292,1574989,1438587,1019829,719193,882615
1359532,1578810,2024253,2368511,699031,1293687,1700714,1550044,1242719,1561798,414856,900319,989398,1014166,808932,984521,1514283,1706097,1345476,1706713,742478,733430,863916
1230142,1545524,1980695,2284866,641499,1658639,1581415,1637857,1366526,1616354,567583,903309,1137498,867022,869273,992663,1488011,1681187,1331009,1357539,746529,646314,832611
734331,1256531,1585381,1894053,669214,1307031,1813269,1831346,1379369,1589259,435926,1029975,1077433,935471,777907,994781,1722492,1754583,1379354,1373572,768264,774949,866522
1160553,1450621,1885377,2539101,666475,1342785,1836807,1605866,1291419,1564255,457610,776731,945794,873820,832547,921253,1549496,1634145,1340823,1342446,711477,887079,816696
